-3.883916139602661133e-02,-1.199509017169475555e-02,-5.912065971642732620e-03,2.479786798357963562e-02,-2.023548074066638947e-02,-1.248065382242202759e-02,3.216360136866569519e-02,2.603436633944511414e-02,-3.300856798887252808e-02,6.978641264140605927e-03,-1.460912823677062988e-02,-2.836109511554241180e-02
-3.141269087791442871e-02,-1.957477442920207977e-02,2.740240190178155899e-03,1.592040434479713440e-02,-1.470237784087657928e-02,-2.954278024844825268e-04,5.424035340547561646e-02,7.609022408723831177e-02,1.054797228425741196e-02,4.065079614520072937e-02,-8.271784172393381596e-04,-1.141985040158033371e-02
1.210896391421556473e-02,-1.846723444759845734e-02,-2.223350293934345245e-02,-8.973716758191585541e-03,2.142241783440113068e-02,-2.383214235305786133e-02,5.657770112156867981e-02,9.841824322938919067e-02,4.427285119891166687e-02,4.165783151984214783e-02,5.461437162011861801e-03,-4.476040776353329420e-04
9.948621504008769989e-03,-2.092404104769229889e-02,-2.865685522556304932e-02,2.806244418025016785e-03,1.838050410151481628e-02,-3.488245233893394470e-02,4.934148862957954407e-02,7.786457985639572144e-02,3.384753689169883728e-02,4.068373516201972961e-02,1.158982142806053162e-02,-1.420967094600200653e-02
-1.310925185680389404e-02,-3.667715564370155334e-02,-2.586568519473075867e-02,2.107929065823554993e-02,1.974243298172950745e-02,-2.377463877201080322e-02,6.226839497685432434e-02,9.194473922252655029e-02,4.321772232651710510e-02,4.679757356643676758e-02,8.117768913507461548e-03,-2.854995988309383392e-02
-1.545157283544540405e-02,-2.706242911517620087e-02,-1.677653752267360687e-02,1.119643263518810272e-02,7.414063904434442520e-03,-1.838160492479801178e-02,7.287912815809249878e-02,1.218314617872238159e-01,7.322674989700317383e-02,6.709922850131988525e-02,2.859672717750072479e-02,-2.210711315274238586e-02
3.117170184850692749e-02,1.604829914867877960e-02,-1.944779604673385620e-02,-2.884231507778167725e-02,2.805680036544799805e-02,-1.189432665705680847e-02,6.931976228952407837e-02,1.146283596754074097e-01,6.446830183267593384e-02,5.786596611142158508e-02,3.804082795977592468e-02,9.856422431766986847e-03
8.723764121532440186e-02,5.444940552115440369e-02,-3.926597163081169128e-02,-6.813107430934906006e-02,6.171007826924324036e-02,5.916166584938764572e-03,6.302307546138763428e-02,1.130939498543739319e-01,5.898460373282432556e-02,6.596689671277999878e-02,4.894382879137992859e-02,5.372561514377593994e-02
1.185162886977195740e-01,6.399459391832351685e-02,-3.826163709163665771e-02,-7.668911665678024292e-02,7.344912737607955933e-02,1.062804646790027618e-02,4.836288467049598694e-02,1.026753261685371399e-01,2.383648231625556946e-02,4.731234535574913025e-02,7.026129215955734253e-02,7.305140048265457153e-02
8.299630880355834961e-02,5.520747601985931396e-02,-1.819011196494102478e-02,-6.043267995119094849e-02,5.169982835650444031e-02,1.034927088767290115e-02,3.947052732110023499e-02,9.899542480707168579e-02,-9.527739137411117554e-03,3.141222894191741943e-02,6.514807790517807007e-02,8.132614195346832275e-02
2.664406225085258484e-02,1.980861648917198181e-02,7.893384434282779694e-03,-1.333261281251907349e-02,3.654304891824722290e-03,1.125850528478622437e-02,4.563480615615844727e-02,7.100938260555267334e-02,-4.771668091416358948e-02,2.923664287663996220e-04,4.496718198060989380e-02,5.789658427238464355e-02
-3.152073919773101807e-02,-2.639121934771537781e-02,5.322966608218848705e-04,2.566850371658802032e-02,-1.272187195718288422e-02,-9.047698229551315308e-03,6.008707731962203979e-02,5.681811273097991943e-02,-7.723492383956909180e-02,-2.092012576758861542e-02,5.312503129243850708e-02,3.061595931649208069e-02
-5.932163074612617493e-02,-7.332973927259445190e-02,-2.856028499081730843e-03,6.303721666336059570e-02,-3.113839402794837952e-02,-3.612288832664489746e-02,6.227304041385650635e-02,2.939604781568050385e-02,-9.344264119863510132e-02,-1.958875916898250580e-02,4.186329618096351624e-02,1.748738437891006470e-02
-1.031436771154403687e-01,-1.082919463515281677e-01,-1.601575128734111786e-02,1.098827943205833435e-01,-3.593980148434638977e-02,-6.431226432323455811e-02,6.855475902557373047e-02,1.281671412289142609e-02,-9.401664882898330688e-02,-1.437412947416305542e-02,4.165095463395118713e-02,2.052806690335273743e-02
-8.840522170066833496e-02,-1.115135997533798218e-01,-2.361298538744449615e-02,9.536457061767578125e-02,-3.185734525322914124e-02,-5.574106052517890930e-02,5.314987525343894958e-02,2.172400988638401031e-02,-9.196650981903076172e-02,-7.959978654980659485e-03,7.756669819355010986e-02,2.654248103499412537e-02
-5.194292962551116943e-02,-9.629143029451370239e-02,-4.237261787056922913e-02,8.031614124774932861e-02,-2.103301696479320526e-02,-7.478547841310501099e-02,3.387547284364700317e-02,4.314448684453964233e-02,-7.328000664710998535e-02,6.581338122487068176e-03,8.931314200162887573e-02,7.005804777145385742e-02
